"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27"
"14",47,24,0.534402584763593,0.0014313736799371,0.890498433336616,0.569432989628985,0.649221731896978,0.0506452991104236,0.0141920082723808,0.934214654551485,0.000947919512243779,1.1855346665662e-07,0.645178874838796,0.354821125161204,0.0030325116562012,0.929629193327468,0.0673382950163307,828372.639554087,929662.711021956,94129.8255450092,4.48513087408035,1288.83982651494,-5.26958447811194e-05,40646.5501083585,0.73852418517461,0.00305964311622083,167.397057127627
"15",28,7,0.942279714395897,0.00105631437937613,0.388553196669091,0.983003517980687,0.791613916945644,0.935142329880284,0.00223929806112696,0.00122248801169728,0.023874427828457,0.0375214562184347,0.981261027595866,0.018738972404134,0.024138491772783,0.975754291870813,0.000107216356404268,9727.9289290309,372827.388045844,44496.8426574487,2.25238675421453,2320.67677864432,-0.000303205316679087,76774.0125996352,0.902209224402905,0.000626969551610528,182.835969132464
"16",31,6,0.869027545928094,0.00221358676231466,0.225815680343658,0.977874472036492,0.306610483569093,0.892333166052351,0.104862855753763,0.00144594368906998,9.27330576482894e-15,0.00135803450480655,0.792289257624333,0.207710742375667,0.0736108790124988,0.925901094611305,0.000488026376196063,165175.80293538,2249735.3603784,75636.282741325,4.22170174474828,1867.50520092435,-0.000340036495118402,177644.588020485,0.820896455252077,0.00580283519292017,273.951774665667
"17",42,1,0.395258814103599,0.00235386643065955,0.980434948815964,0.235751881634351,0.603646254176274,0.640907631609445,0.332796979361074,0.0262953221540904,6.89807748932335e-14,6.68753218760592e-08,0.913440227270708,0.0865597727292923,0.22555459514865,0.46408895604323,0.310356448808121,30536.7003944702,58487.6915859058,47671.1112456396,1.61396676158998,2712.0761172846,-0.000164193572886288,43503.5144662834,0.249249777619261,0.0081467265492375,406.449590518791
"18",27,35,0.275410521174921,0.00129245034179185,0.156591930275317,0.103151129721664,0.669619616805576,0.438485328294544,0.467190230274965,4.5955057742042e-10,0.0890710909955414,0.00525334997539951,0.950457006057024,0.0495429939429762,9.05567484297022e-06,0.987727493027181,0.0122634512979758,734097.630521748,1572337.30540378,29437.8471921664,3.88420103286277,910.566469367594,-0.000253887480776757,49896.909481613,0.851590062840842,0.00366924576692749,307.592144711036
"19",37,31,0.221054309282056,0.00118400519626564,0.638500799185131,0.167569664646871,0.97632675324101,0.0401036971027779,0.208003196225753,0.751081964080537,0.000791958560718615,1.91840302137447e-05,0.998795239558047,0.00120476044195319,0.00482321718246159,0.559341890686572,0.435834892130966,1587233.04849258,2933910.57061264,17078.462328529,3.36780498986016,2742.16905501112,-0.000610940781184472,162412.843439815,0.7842206849996,0.00237464102188125,174.525295954384
"20",45,25,0.328320085306116,0.00108819716595463,0.933675305540673,0.132203915645368,0.346046681636944,0.0799187353421572,0.00834357796914834,0.911595707873874,3.11018466621216e-08,0.000141947712973482,0.222738709290394,0.777261290709606,0.0368865988869763,0.954520053823658,0.0085933472893661,1097433.12765146,2420626.38844131,40608.8991358411,4.91433726408635,647.724372243509,-0.000753600244997069,166754.074546479,0.0548467455827631,0.00795422445582226,199.06303088665
"21",30,27,0.988213317988859,0.00209346411203151,0.399636932862923,0.555251550462563,0.350609465183225,0.00265460563280516,0.0949875003261541,0.000989315277908901,0.878426085962435,0.0229424928006969,0.998861236711064,0.00113876328893559,0.266884471265042,0.658321449639444,0.0747940790955147,144462.254018057,2726705.40137915,48669.2097717896,4.01080396936391,2141.22395843081,-8.21711869444688e-06,112313.84458486,0.188016127732117,0.00608981079748948,288.324385801703
"22",43,6,0.762064713006001,0.00113318762416719,0.789252724358812,0.404808061989024,0.848428154916037,0.797365276136228,0.000241514034086244,0.202393209829685,8.0929051094177e-16,6.98584410065244e-19,0.87376443932741,0.12623556067259,0.0272206195117461,0.966895908027819,0.00588347246043438,1560118.31330974,1009197.4406247,98605.7070675306,1.89046867202502,1480.93767478503,-0.00027322966706939,135492.094354995,0.974846704180818,0.00667673699905863,382.446941987285
"23",49,36,0.447227858225163,0.00180727456546505,0.599266237621196,0.197750740263145,0.170052883462049,0.00468743613629097,0.978834297877614,0.0114529329767865,0.00179799932560979,0.00322733368369891,0.682560712378399,0.317439287621601,3.32695785660936e-08,0.999876221756594,0.000123744973827303,38429.0340612642,92798.9455754869,56616.6399004869,1.2005263539392,2120.36959599331,-0.000978024037394207,35895.4226029164,0.470172011156101,0.000566506651972886,402.870269002626
"24",33,41,0.786713428992825,0.00226493470926886,0.0197231650189497,0.0131544368248433,0.131299663474783,0.6545229602864,8.44295451137865e-05,1.6316191018142e-07,1.203070214316e-08,0.345392434975874,0.99543984494663,0.00456015505337058,0.193161582432756,0.135582552920573,0.671255864646671,1395705.51433275,2084702.60925824,57135.0669697858,2.98606359249796,2702.97654682957,-3.19142300658859e-05,173053.559280961,0.987788086910732,0.00166839762062416,238.005632940447
"25",1,12,0.265269285222073,0.00224013560145278,0.90167123070918,0.803006202781107,0.951501494902186,0.761544384883837,0.231626623746528,0.00334253225730923,1.19883642304338e-05,0.00347447074809535,0.90581412657308,0.0941858734269203,0.638476235057451,0.280415491565125,0.0811082733774237,1147855.49062025,2608881.81111077,62478.0757727567,2.61108038787614,1144.87979363091,-0.000454232750772499,180899.626724422,0.0232986516528763,0.00439821091872873,47.6303294573911
"26",4,17,0.770282791554835,0.00157901185932918,0.958602419805247,0.586918265416753,0.4233392509236,0.640885117355908,0.241706302746661,2.83260693079959e-08,1.6476898293742e-18,0.117408551571361,0.97244616858309,0.0275538314169096,1.62504804377638e-05,0.995933838763606,0.0040499107559564,849879.147147294,136682.882944588,63800.742225023,0.688692129163537,1173.09707672521,-0.00039703737252159,22098.0754235643,0.792585788960569,0.00475351519923308,346.240356247639
"27",40,34,0.0716968557754066,0.0013318859221437,0.355897559837904,0.342154018741567,0.548938229966443,0.00177224105125002,0.991503392634569,0.00649954784608301,3.49990118694985e-10,0.000224818118107713,0.928456810172429,0.0715431898275713,0.235691339179219,0.62636761537026,0.137941045450521,770522.91978104,1328117.39190482,10550.4242491443,2.92294054394239,1635.11327019893,-0.000220058278855868,18600.2802761504,0.197281768894754,0.00686339923167601,30.1270495205652
"28",11,8,0.25501823794886,0.00189050576743088,0.792075689265039,0.760828818203881,0.450278701537754,0.338267902154567,0.562347691975638,0.021350234483173,0.048371445102815,0.0296627262838063,0.999999642278603,3.57721396561092e-07,0.0713067748619526,0.9237881237322,0.00490510140584772,1733718.88122987,396117.458422668,51754.4549452141,3.50334872913663,2228.66014266945,-9.83918457478284e-05,67304.629326245,0.960351084365975,0.00880501821757411,67.6622944534756
"29",24,2,0.414853957875934,0.00199192973257392,0.0771993077336811,0.732313145305961,0.904516792665236,0.357527828669785,0.642469522387517,5.05953088512585e-10,2.30526858759165e-06,3.43168157470271e-07,0.630196605059666,0.369803394940334,0.000149306851494459,0.991671789708083,0.0081789034404227,1315163.23936125,805278.274936136,12758.6284095887,2.72442969297408,501.189367888495,-0.000196689621845726,92038.6327206506,0.624940018269699,0.00232822882652166,291.22478215294
"30",12,5,0.613579097068706,0.00185743159720674,0.751978536469396,0.655676449490711,0.752934212998953,0.00013924659579855,0.0556310302668981,0.0190292382451955,0.779508932423581,0.145691552468526,0.999996145670311,3.85432968881737e-06,6.88491554949041e-05,0.527696005125447,0.472235145719058,1516556.16246443,253112.155955751,39569.0254080109,0.87944389632903,1710.44777105562,-0.000544745197638404,109166.075786488,0.285576392496005,0.000716373479157919,1.99422852247953
"31",37,18,0.572215256403061,0.00230579994561034,0.714079446292017,0.382624529569875,0.775019068291877,0.265945404228517,0.00523687589687545,4.01447154929579e-08,3.71697221314726e-06,0.728813962757679,0.170442751215746,0.829557248784254,0.125333276946753,0.861110772150692,0.0135559509025554,243043.216916732,343519.384588581,80952.4272894487,1.35214648750494,1809.02942488715,-0.000355758502515964,142396.586273535,0.122181358435191,0.0078877886881947,229.226494732406
"32",10,19,0.464390921131615,0.00159292923123692,0.24639785310952,0.00970783259253949,0.745161728542298,0.557885282784715,0.247445379067583,0.136631244162814,0.0580380938522433,1.32645280324433e-10,0.151723185413814,0.848276814586186,0.0561563057490104,0.405794909027954,0.538048785223036,1622349.05142663,2488675.14025653,76861.2818142865,0.632327127084136,831.639354031533,-0.00079380946428515,191750.918228936,0.200109822407831,0.00245673721781699,82.6080984990578
"33",2,28,0.120463110042573,0.00211540907807415,0.704691129319835,0.820064482621383,0.897598473886028,0.0038955374286225,0.995253689801114,9.54092471788182e-08,0.000472342332367056,0.000378335028648977,0.537656214456967,0.462343785543033,0.163518268221878,0.836481729152887,2.6252345243922e-09,1182939.53453517,591891.363244504,81140.6652184669,1.02582855236833,2451.73247905448,-0.000601101573116612,153477.633091679,0.509824868352152,0.0040801632679149,301.261115429224
"34",45,37,0.177590248262743,0.00107138553196564,0.272088299104944,0.60559466338018,0.867198406306561,2.73057191020702e-05,0.697156104338423,0.000143517429702745,0.170207233992146,0.132465838520626,0.174030834157874,0.825969165842126,0.0249710375014504,0.407064691641038,0.567964270857511,311408.702909946,313915.950211231,45604.8750244081,4.56896201175754,1460.79297186807,-0.000845126172527671,25899.5179380872,0.610474028941244,0.00747978321482195,92.3442694304511
"35",49,5,0.851551874882914,0.00246106834056787,0.0433553746249527,0.447204887655098,0.39406768306857,0.909405425496359,0.041219242045173,7.0543317688322e-10,0.049375331751523,1.51180111686998e-12,0.658813440955863,0.341186559044137,0.659430152475964,0.311402738533871,0.0291671089901648,931525.385561865,2175577.49431813,88116.3571085781,3.07728809716762,1007.14818825573,-6.11024908395484e-05,128303.278677486,0.881829442838207,0.00661290876305778,130.927019251976
"36",19,10,0.737332366693649,0.00241741784192971,0.331752605033107,0.717215490855742,0.40160919485148,0.60698731848737,0.000407070663610104,0.00160051490351344,0.307150610071458,0.0838544858740492,0.999375358403646,0.000624641596354402,1.38950467013761e-05,0.995349850361994,0.00463625459130487,916491.70849286,2339615.81725627,6226.3200127054,4.31775290138787,2205.05916700885,-0.000388849278897978,130687.338198913,0.339004764098208,0.00893808276370982,15.509582709102
"37",26,38,0.648690863410453,0.00229413107615197,0.571759222371038,0.464375577853061,0.448327163346112,0.108006549454615,0.601897004457663,0.00698095745112687,7.24578709934252e-05,0.283043030765601,0.252900604492359,0.747099395507641,3.96775981816514e-05,0.999893506997135,6.68154046828271e-05,384705.335817765,849423.036987428,66284.4690056518,2.77571925064782,714.150632744655,-0.000243921006645542,119068.901141,0.779560123644769,0.00105900863017654,377.136189259076
"38",41,43,0.674314429327822,0.00122498167208512,0.926908740117215,0.92573008360574,0.188099956314545,0.31829300194618,0.67687770844341,2.10708592560324e-12,0.00482928960830304,9.36819809811515e-19,0.744125188007255,0.255874811992745,0.000397751658646773,0.92071201281727,0.0788902355240831,376258.769628592,1403038.90541894,34497.0963618252,4.24138380872784,2349.11183479801,-0.000825851522106677,94006.4210575656,0.817516388476361,0.00418358835810679,220.463926918851
"39",39,39,0.819368882795237,0.00225580005097203,0.201335709739942,0.228103888083715,0.10267081876751,0.143023367310548,0.349103141207581,4.94531480922984e-05,0.499771686963979,0.00805235136980022,0.999871286185856,0.000128713814144304,0.0745884433600339,0.900066276717964,0.0253452799220025,665207.00681163,7593.06849678978,78944.1194469109,3.62273934506113,2518.88621763326,-0.000640851950165816,138051.103084581,0.0845281799742952,0.00867577187233022,146.824296490895
"40",0,43,0.466644740373455,0.00138816633351496,0.141368985071313,0.370743497035,0.124651896564756,0.668254942584882,0.254093864257224,5.08590451812587e-11,2.33519097157396e-10,0.0776511928735162,0.999822936554416,0.000177063445583929,0.116084443125453,0.021070306002073,0.862845250872474,437688.781375531,2862808.25102236,53259.823986562,3.74624878296279,1134.20172247291,-0.000872465000958182,80368.9785725146,0.142661384416278,0.00224378177461214,233.102529122354
"41",21,39,0.872962437757058,0.00171417948761722,0.641846859264187,0.684165995817166,0.699052956029773,0.586548263797417,0.0913182848759646,0.00934856101376771,0.00182166844946986,0.310963221863381,0.000540189741273795,0.999459810258726,0.00768371409232022,0.970656148512817,0.0216601373948633,1715492.96724284,172673.982214183,61005.6521613151,2.00270857233903,849.011704387143,-4.001762755448e-05,147377.222017676,0.67167012183927,0.00260083598002559,108.590393117303
"42",35,10,0.475920841089543,0.00192829215424601,0.830674408709165,0.528612684900872,0.0684396458044648,0.0843374463011314,0.915661590682349,1.9397666043743e-08,6.70597973360109e-07,2.73020880526555e-07,0.927479811984586,0.0725201880154139,0.245095771004001,0.700607743906109,0.0542964850898901,187140.508711338,1138070.52145712,41480.6477273814,2.81104254792328,736.971520865336,-0.000711162925264798,103759.636192262,0.460445947623812,0.00889336275494192,243.098176428722
"43",32,23,0.0416684094315395,0.00166665635460755,0.816356738114264,0.284183842211496,0.224291931032203,0.00530218077710702,0.00709877731933775,0.987366548927947,0.000128478139783961,0.00010401483582374,0.880904551276447,0.119095448723553,0.00527149670068283,0.82322315801076,0.171505345288557,205589.571876917,1996877.42042122,99245.6353076268,4.71555780953029,2764.83175984956,-8.99029390816577e-05,114358.428851992,0.0310978035186417,0.00729785498921294,302.585645586206
"44",22,13,0.285635547721572,0.00177983821860282,0.840512770826463,0.628522051484324,0.262841216644738,0.793129983497453,0.0113084849692149,0.000838245513705658,0.194242993335306,0.000480292684320366,0.919431827111526,0.0805681728884742,0.0152011342625109,0.843869009416795,0.140929856320694,1169075.45017172,2203969.75492593,67736.7561936844,4.89826823201031,1817.34342930652,-0.000956836982711684,170706.279679871,0.515796741249505,0.00692538304569782,158.838065358018
"45",9,20,0.889989642615919,0.00116693645803491,0.00577574103139341,0.483772883338388,0.159549582533073,0.967479522723027,0.0261613469638109,0.000756058557328823,0.00319123628599864,0.00241183546983491,0.823541978107618,0.176458021892382,0.000253378711423961,0.0171522532764112,0.982594368012165,959014.743033797,298297.482419293,30993.0045914371,0.786159556808416,2547.6431481503,-0.000216403252631426,72756.6624054452,0.0970023100124672,0.00601420863105333,64.0319685879629
"46",18,25,0.344452549456968,0.00168272584394785,0.674112136133481,0.0793026588205248,0.828054456782993,0.353939528704938,0.00675933138816805,0.30148212841488,0.18049068571466,0.157328325777353,0.271621280257497,0.728378719742503,3.28998671971663e-07,0.999928226827812,7.14441735161131e-05,793552.083921153,875054.954525549,54077.2023783065,2.35471876295749,615.348187088966,-0.00098415473843459,160154.660299595,0.364047129373066,0.00641541930770618,24.4930449696723
"47",4,23,0.686179883684823,0.00148272440824774,0.31646502988413,0.0367421175306663,0.311576078943908,0.122073916856919,0.738564912868443,9.56985378802174e-09,0.0795993941007369,0.0597617666040474,0.155030722058988,0.844969277941012,0.705520810921939,0.291316683986316,0.00316250509174483,104020.282210317,1253293.41046046,15643.6363956891,1.25878745736903,1434.91225577891,-0.000671247640403453,152005.357864691,0.718426706502214,0.00343000749376253,119.800591245107
"48",14,16,0.183054313789192,0.00114449009288684,0.0933330441452563,0.850973777777981,0.960821248127613,0.742240014387241,0.254493119388407,0.0013993893410262,1.75972936085971e-11,0.00186747686572846,0.566246505586606,0.433753494413394,0.00135870123117099,0.91550071322097,0.0831405855478591,1663074.16959386,1742242.53378343,93904.1724479757,2.336022646731,524.680198261514,-0.000629442837822717,57902.8902802384,0.169742764809635,0.000870317466208944,194.721315488499
"49",33,33,0.535820742016868,0.00100005617205752,0.426783050007652,0.504595286727417,0.0759944807109423,0.0490939850112426,0.915586210075575,0.0194009549709953,0.0159188060155141,4.39266726634637e-08,0.906812509764488,0.0931874902355122,0.015890640124259,0.90210791312767,0.0820014467480711,1791869.5025635,2514164.48219446,31421.4156849775,4.42670951932785,2267.65268621221,-0.000233925656643696,62759.2919867311,0.396186109727714,0.00741097120258608,392.715567054274
"50",1,11,0.602287853634823,0.00228731235464686,0.854759277096018,0.752659002437722,0.38966672381619,0.0292964607776361,0.934690328772017,0.0336268537978455,0.00238635665249954,1.9814864103773e-15,0.0901199834426879,0.909880016557312,8.93135977580663e-06,0.889868641208067,0.110122427432157,420892.625592649,1831240.065163,33752.7894561645,3.33264252763358,1695.99510055408,-0.000886964803319424,145276.396640984,0.00561177462572232,0.0050542889855057,40.6811968521215
"51",36,4,0.0906722606742754,0.00179463985062437,0.123335787055548,0.123198536767159,0.0431913557345979,0.0414586452386557,0.0998788248877083,0.000677602984803174,0.857984926884989,3.84424307052036e-12,0.343570605229252,0.656429394770748,0.00214678619477089,0.997794460492889,5.87533123404608e-05,1203758.64315871,1792762.61564344,59055.7616334409,1.27976740708691,1205.10090453736,-0.000335873016703408,32479.6086431888,0.660613487123046,0.00717827284866245,278.562936330959
"52",34,44,0.228569381477148,0.00134662546711741,0.17798466864042,0.991596938315779,0.0397368472977541,0.829916157651142,0.168135832438882,2.40592735602893e-06,7.07695465052059e-20,0.00194560398261955,0.999137994298503,0.000862005701497108,0.00499623577642862,0.7783144829394,0.216689281284171,330267.394959927,606960.870560724,70397.3947376944,3.68028447596123,697.648253619671,-0.000860403476145584,40178.7471407442,0.322574365322944,0.00628886610955116,216.260903175501
"53",47,24,0.198968192940159,0.00122599584861426,0.624319657846354,0.960295746081974,0.111703921151347,0.00584841861204613,0.492272046681534,0.0989668677449541,1.02962491466275e-05,0.402902370712319,0.997121306346122,0.00287869365387835,0.0422623421454469,0.938107347220298,0.0196303106342549,1776423.00778208,1712438.60102026,20779.1326313745,0.637860302150948,1554.90202758834,-0.000735849326832686,132988.11804576,0.686834291149862,0.00645798154088552,247.008297107695
"54",6,7,0.440080623012851,0.00216911715014139,0.65576075921068,0.950212878391612,0.215633687016089,0.242820078811852,0.757179921124748,1.16962291198484e-12,5.64485881211848e-11,5.78142021598891e-12,0.390247947473062,0.609752052526938,0.604810000974911,0.394494909120723,0.000695089904366122,265836.294959765,2381216.83176141,68136.0888460185,4.63896765560494,479.236238958314,-0.000917420328818262,83829.0336604405,0.0755399059224874,0.00140152811803389,296.862571805902
"55",29,19,0.906641366253095,0.0010224639613647,0.487124890408013,0.879112196187489,0.502026686340105,0.000168951285378588,0.0381031344330319,0.961004790337731,0.000675186280781988,4.79376630762196e-05,0.411806302270986,0.588193697729014,0.0205406714980601,0.979237032230681,0.000222296271258917,1300909.19199446,456681.935945526,58721.1693651043,1.7284145693609,968.328019177541,-0.000313472536238842,129965.882237302,0.899966847691685,0.00563567782877712,257.815841773991
"56",12,6,0.923153409503098,0.0012721893474122,0.459335396399256,0.325531440314371,0.202126541964244,0.416325863598792,0.00072941945839557,0.301776869312089,0.00125955972435952,0.279908287906364,0.966636514654439,0.0333634853455606,0.114313445928797,0.519362619852875,0.366323934218328,1615026.1506415,1095945.1170126,71651.5549134929,3.846812589732,760.999648001045,-0.000667743938148487,140384.688708145,0.136606081002392,0.00757315853425767,85.902121426072
"57",43,20,0.504407820041291,0.00183437157836743,0.029740370309446,0.535035687917844,0.555680935618002,0.998882674177256,0.000346945360130406,6.74936199143593e-12,0.00073354123099149,3.6839224872795e-05,0.752242886940939,0.247757113059061,0.00154949495672731,0.605008248927256,0.393442256116017,108784.117209725,640748.319213744,72404.2198732495,3.95415613153949,1386.56941526942,-0.000134908485047054,106302.080410533,0.912998797199689,0.00773881857898901,75.0875586403068
"58",16,12,0.618629406139976,0.00139318707259488,0.735849979293998,0.433042122398037,0.362084888929967,0.490044979215736,1.78089500277679e-06,0.207451625885002,3.36000729617619e-06,0.302498253996963,0.555343649491713,0.444656350508287,0.0282441917073121,0.926488509064517,0.0452672992281712,537602.741804905,2060266.80543786,97917.1694060788,2.55893950813566,978.436353148893,-0.000159528186449315,54618.7769505195,0.495654561163392,0.00283754883689922,155.049917626893
"59",28,0,0.363875224043708,0.00238188042349648,0.773344111498445,0.261073936636094,0.326104343766347,0.00859011425467206,0.415882963159114,9.55993494062775e-07,0.414414924087216,0.161111042505504,0.913444201343009,0.0865557986569914,0.241263712418061,0.328732097864437,0.430004189717502,464700.356943067,716850.089190993,35183.1478939857,2.5211260120105,1589.35990257934,-0.000510442436924204,24739.4594570505,0.534111806221772,0.00114346389770042,189.916203506431
"60",41,18,0.141008149652323,0.00154021954466822,0.962769619396422,0.617363588872831,0.276547823399305,0.716427406122435,0.281130343818252,6.57432520143042e-11,1.5938982568263e-19,0.00244224999357009,0.974638720155153,0.0253612798448467,0.341986096361525,0.657964562373291,4.93412651836495e-05,217838.927051984,2254783.89152326,77279.7474020626,0.954526480971836,1273.37171125971,-0.00056235669918824,61067.2447398247,0.950150275621563,0.00299714021888096,409.991364473663
"61",46,27,0.798851136976457,0.0012054518005217,0.50072008430725,0.0573632803023793,0.0012474502180703,0.905091960799825,0.00812183059373943,0.0598925455946349,0.0260196892425745,0.000873973769225937,0.991003219141466,0.00899678085853404,0.000101256342611849,0.997603753629591,0.00229499002779696,556853.553802706,1809920.0348882,73045.0416146778,3.14821229672642,2424.44555391371,-0.000200614877527114,123470.407063869,0.696131670540199,0.00159333468507393,112.856137753185
"62",11,32,0.934157242057519,0.0011146455002483,0.471121892326046,0.935957121977117,0.856666274061426,0.678246402058879,1.39463578793073e-09,2.44938722346104e-09,0.320683765935255,0.00106982816184354,0.620649348959474,0.379350651040527,0.0392280009356379,0.959681659030798,0.00109034003356379,80944.9614440091,2431535.75722827,8392.05461926758,1.81966465623816,1943.53634190932,-7.7662681620568e-05,15000.8620847075,0.40458442264935,0.000769047145036748,34.2490607177373
"63",48,31,0.0121128250720212,0.00181449590850039,0.348026222661138,0.899407886255067,0.0233906320016831,0.225022244280728,0.774922316673771,4.21756005274101e-05,7.03788963046447e-16,1.32634449724062e-05,0.74822973342928,0.25177026657072,0.153699395087549,0.846300241822167,3.63090284197767e-07,780687.874473631,2747850.11914093,65788.1639469415,3.98056975044543,893.240789415315,-0.000936902441580314,168732.392077363,0.997139778253622,0.00396684520349489,251.263825154537
